# synthetic mode shapes if raw eigenfunctions absent; replace with true ψ_n(x) when stored
mode_index,x,psi
4,13.121608,-1.528414434e-01
4,13.378894,-1.622463623e-01
4,13.636181,-1.706409051e-01
4,13.893467,-1.779727955e-01
4,14.150754,-1.841963747e-01
4,14.408040,-1.892728858e-01
4,14.665327,-1.931707154e-01
4,14.922613,-1.958655900e-01
4,15.179899,-1.973407275e-01
4,15.437186,-1.975869415e-01
4,15.694472,-1.966026989e-01
4,15.951759,-1.943941288e-01
4,16.209045,-1.909749850e-01
4,16.466332,-1.863665600e-01
4,16.723618,-1.805975523e-01
4,16.980905,-1.737038879e-01
4,17.238191,-1.657284967e-01
4,17.495477,-1.567210446e-01
4,17.752764,-1.467376249e-01
4,18.010050,-1.358404085e-01
4,18.267337,-1.240972569e-01
4,18.524623,-1.115812998e-01
4,18.781910,-9.837047908e-02
4,19.039196,-8.454706419e-02
4,19.296482,-7.019713929e-02
4,19.553769,-5.541006739e-02
4,19.811055,-4.027793378e-02
4,20.068342,-2.489497259e-02
4,20.325628,-9.356979972e-03
4,20.582915,6.239282480e-03
4,20.840201,2.179669031e-02
4,21.097487,3.721836101e-02
4,21.354774,5.240825737e-02
4,21.612060,6.727178556e-02
4,21.869347,8.171638414e-02
4,22.126633,9.565210055e-02
4,22.383920,1.089921512e-01
4,22.641206,1.216534621e-01
4,22.898492,1.335571859e-01
4,23.155779,1.446291931e-01
4,23.413065,1.548005338e-01
4,23.670352,1.640078666e-01
4,23.927638,1.721938537e-01
4,24.184925,1.793075175e-01
4,24.442211,1.853045582e-01
4,24.699497,1.901476298e-01
4,24.956784,1.938065724e-01
4,25.214070,1.962586003e-01
4,25.471357,1.974884436e-01
4,25.728643,1.974884436e-01
4,25.985930,1.962586003e-01
4,26.243216,1.938065724e-01
4,26.500503,1.901476298e-01
4,26.757789,1.853045582e-01
4,27.015075,1.793075175e-01
4,27.272362,1.721938537e-01
4,27.529648,1.640078666e-01
4,27.786935,1.548005338e-01
4,28.044221,1.446291931e-01
4,28.301508,1.335571859e-01
4,28.558794,1.216534621e-01
4,28.816080,1.089921512e-01
4,29.073367,9.565210055e-02
4,29.330653,8.171638414e-02
4,29.587940,6.727178556e-02
4,29.845226,5.240825737e-02
4,30.102513,3.721836101e-02
4,30.359799,2.179669031e-02
4,30.617085,6.239282480e-03
4,30.874372,-9.356979972e-03
4,31.131658,-2.489497259e-02
4,31.388945,-4.027793378e-02
4,31.646231,-5.541006739e-02
4,31.903518,-7.019713929e-02
4,32.160804,-8.454706419e-02
4,32.418090,-9.837047908e-02
4,32.675377,-1.115812998e-01
4,32.932663,-1.240972569e-01
4,33.189950,-1.358404085e-01
4,33.447236,-1.467376249e-01
4,33.704523,-1.567210446e-01
4,33.961809,-1.657284967e-01
4,34.219095,-1.737038879e-01
4,34.476382,-1.805975523e-01
4,34.733668,-1.863665600e-01
4,34.990955,-1.909749850e-01
4,35.248241,-1.943941288e-01
4,35.505528,-1.966026989e-01
4,35.762814,-1.975869415e-01
4,36.020101,-1.973407275e-01
4,36.277387,-1.958655900e-01
4,36.534673,-1.931707154e-01
4,36.791960,-1.892728858e-01
4,37.049246,-1.841963747e-01
4,37.306533,-1.779727955e-01
4,37.563819,-1.706409051e-01
4,37.821106,-1.622463623e-01
4,38.078392,-1.528414434e-01
4,38.335678,-1.424847168e-01
4,38.592965,-1.312406781e-01
4,38.850251,-1.191793487e-01
4,39.107538,-1.063758396e-01
4,39.364824,-9.290988351e-02
4,39.622111,-7.886533865e-02
4,39.879397,-6.432966628e-02
4,40.136683,-4.939338612e-02
4,40.393970,-3.414951264e-02
4,40.651256,-1.869297583e-02
4,40.908543,-3.120030029e-03
4,41.165829,1.247234551e-02
4,41.423116,2.798705052e-02
4,41.680402,4.332746844e-02
4,41.937688,5.839806806e-02
4,42.194975,7.310499843e-02
4,42.452261,8.735667334e-02
4,42.709548,1.010643416e-01
4,42.966834,1.141426399e-01
4,43.224121,1.265101241e-01
4,43.481407,1.380897768e-01
4,43.738693,1.488094865e-01
4,43.995980,1.586024972e-01
4,44.253266,1.674078237e-01
4,44.510553,1.751706315e-01
4,44.767839,1.818425784e-01
4,45.025126,1.873821153e-01
4,45.282412,1.917547453e-01
4,45.539698,1.949332381e-01
4,45.796985,1.968977999e-01
4,46.054271,1.976361966e-01
4,46.311558,1.971438299e-01
4,46.568844,1.954237659e-01
4,46.826131,1.924867162e-01
4,47.083417,1.883509711e-01
4,47.340704,1.830422855e-01
4,47.597990,1.765937189e-01
4,47.855276,1.690454293e-01
4,48.112563,1.604444228e-01
4,48.369849,1.508442617e-01
4,48.627136,1.403047302e-01
4,48.884422,1.288914623e-01
4,49.141709,1.166755333e-01
4,49.398995,1.037330168e-01
4,49.656281,9.014451137e-02
4,49.913568,7.599463827e-02
4,50.170854,6.137151470e-02
4,50.428141,4.636620500e-02
4,50.685427,3.107215350e-02
4,50.942714,1.558460267e-02
4,51.200000,1.210210380e-16
5,0.000000,0.000000000e+00
5,0.257286,1.869297583e-02
5,0.514573,3.721836101e-02
5,0.771859,5.541006739e-02
5,1.029146,7.310499843e-02
5,1.286432,9.014451137e-02
5,1.543719,1.063758396e-01
5,1.801005,1.216534621e-01
5,2.058291,1.358404085e-01
5,2.315578,1.488094865e-01
5,2.572864,1.604444228e-01
5,2.830151,1.706409051e-01
5,3.087437,1.793075175e-01
5,3.344724,1.863665600e-01
5,3.602010,1.917547453e-01
5,3.859296,1.954237659e-01
5,4.116583,1.973407275e-01
5,4.373869,1.974884436e-01
5,4.631156,1.958655900e-01
5,4.888442,1.924867162e-01
5,5.145729,1.873821153e-01
5,5.403015,1.805975523e-01
5,5.660302,1.721938537e-01
5,5.917588,1.622463623e-01
5,6.174874,1.508442617e-01
5,6.432161,1.380897768e-01
5,6.689447,1.240972569e-01
5,6.946734,1.089921512e-01
5,7.204020,9.290988351e-02
5,7.461307,7.599463827e-02
5,7.718593,5.839806806e-02
5,7.975879,4.027793378e-02
5,8.233166,2.179669031e-02
5,8.490452,3.120030029e-03
5,8.747739,-1.558460267e-02
5,9.005025,-3.414951264e-02
5,9.262312,-5.240825737e-02
5,9.519598,-7.019713929e-02
5,9.776884,-8.735667334e-02
5,10.034171,-1.037330168e-01
5,10.291457,-1.191793487e-01
5,10.548744,-1.335571859e-01
5,10.806030,-1.467376249e-01
5,11.063317,-1.586024972e-01
5,11.320603,-1.690454293e-01
5,11.577889,-1.779727955e-01
5,11.835176,-1.853045582e-01
5,12.092462,-1.909749850e-01
5,12.349749,-1.949332381e-01
5,12.607035,-1.971438299e-01
5,12.864322,-1.975869415e-01
5,13.121608,-1.962586003e-01
5,13.378894,-1.931707154e-01
5,13.636181,-1.883509711e-01
5,13.893467,-1.818425784e-01
5,14.150754,-1.737038879e-01
5,14.408040,-1.640078666e-01
5,14.665327,-1.528414434e-01
5,14.922613,-1.403047302e-01
5,15.179899,-1.265101241e-01
5,15.437186,-1.115812998e-01
5,15.694472,-9.565210055e-02
5,15.951759,-7.886533865e-02
5,16.209045,-6.137151470e-02
5,16.466332,-4.332746844e-02
5,16.723618,-2.489497259e-02
5,16.980905,-6.239282480e-03
5,17.238191,1.247234551e-02
5,17.495477,3.107215350e-02
5,17.752764,4.939338612e-02
5,18.010050,6.727178556e-02
5,18.267337,8.454706419e-02
5,18.524623,1.010643416e-01
5,18.781910,1.166755333e-01
5,19.039196,1.312406781e-01
5,19.296482,1.446291931e-01
5,19.553769,1.567210446e-01
5,19.811055,1.674078237e-01
5,20.068342,1.765937189e-01
5,20.325628,1.841963747e-01
5,20.582915,1.901476298e-01
5,20.840201,1.943941288e-01
5,21.097487,1.968977999e-01
5,21.354774,1.976361966e-01
5,21.612060,1.966026989e-01
5,21.869347,1.938065724e-01
5,22.126633,1.892728858e-01
5,22.383920,1.830422855e-01
5,22.641206,1.751706315e-01
5,22.898492,1.657284967e-01
5,23.155779,1.548005338e-01
5,23.413065,1.424847168e-01
5,23.670352,1.288914623e-01
5,23.927638,1.141426399e-01
5,24.184925,9.837047908e-02
5,24.442211,8.171638414e-02
5,24.699497,6.432966628e-02
5,24.956784,4.636620500e-02
5,25.214070,2.798705052e-02
5,25.471357,9.356979972e-03
5,25.728643,-9.356979972e-03
5,25.985930,-2.798705052e-02
5,26.243216,-4.636620500e-02
5,26.500503,-6.432966628e-02
5,26.757789,-8.171638414e-02
5,27.015075,-9.837047908e-02
5,27.272362,-1.141426399e-01
5,27.529648,-1.288914623e-01
5,27.786935,-1.424847168e-01
5,28.044221,-1.548005338e-01
5,28.301508,-1.657284967e-01
5,28.558794,-1.751706315e-01
5,28.816080,-1.830422855e-01
5,29.073367,-1.892728858e-01
5,29.330653,-1.938065724e-01
5,29.587940,-1.966026989e-01
5,29.845226,-1.976361966e-01
5,30.102513,-1.968977999e-01
5,30.359799,-1.943941288e-01
5,30.617085,-1.901476298e-01
5,30.874372,-1.841963747e-01
5,31.131658,-1.765937189e-01
5,31.388945,-1.674078237e-01
5,31.646231,-1.567210446e-01
5,31.903518,-1.446291931e-01
5,32.160804,-1.312406781e-01
5,32.418090,-1.166755333e-01
5,32.675377,-1.010643416e-01
5,32.932663,-8.454706419e-02
5,33.189950,-6.727178556e-02
5,33.447236,-4.939338612e-02
5,33.704523,-3.107215350e-02
5,33.961809,-1.247234551e-02
5,34.219095,6.239282480e-03
5,34.476382,2.489497259e-02
5,34.733668,4.332746844e-02
5,34.990955,6.137151470e-02
5,35.248241,7.886533865e-02
5,35.505528,9.565210055e-02
5,35.762814,1.115812998e-01
5,36.020101,1.265101241e-01
5,36.277387,1.403047302e-01
5,36.534673,1.528414434e-01
5,36.791960,1.640078666e-01
5,37.049246,1.737038879e-01
5,37.306533,1.818425784e-01
5,37.563819,1.883509711e-01
5,37.821106,1.931707154e-01
5,38.078392,1.962586003e-01
5,38.335678,1.975869415e-01
5,38.592965,1.971438299e-01
5,38.850251,1.949332381e-01
5,39.107538,1.909749850e-01
5,39.364824,1.853045582e-01
5,39.622111,1.779727955e-01
5,39.879397,1.690454293e-01
5,40.136683,1.586024972e-01
5,40.393970,1.467376249e-01
5,40.651256,1.335571859e-01
5,40.908543,1.191793487e-01
5,41.165829,1.037330168e-01
5,41.423116,8.735667334e-02
5,41.680402,7.019713929e-02
5,41.937688,5.240825737e-02
5,42.194975,3.414951264e-02
5,42.452261,1.558460267e-02
5,42.709548,-3.120030029e-03
5,42.966834,-2.179669031e-02
5,43.224121,-4.027793378e-02
5,43.481407,-5.839806806e-02
5,43.738693,-7.599463827e-02
5,43.995980,-9.290988351e-02
5,44.253266,-1.089921512e-01
5,44.510553,-1.240972569e-01
5,44.767839,-1.380897768e-01
5,45.025126,-1.508442617e-01
5,45.282412,-1.622463623e-01
5,45.539698,-1.721938537e-01
5,45.796985,-1.805975523e-01
5,46.054271,-1.873821153e-01
5,46.311558,-1.924867162e-01
5,46.568844,-1.958655900e-01
5,46.826131,-1.974884436e-01
5,47.083417,-1.973407275e-01
5,47.340704,-1.954237659e-01
5,47.597990,-1.917547453e-01
5,47.855276,-1.863665600e-01
5,48.112563,-1.793075175e-01
5,48.369849,-1.706409051e-01
5,48.627136,-1.604444228e-01
5,48.884422,-1.488094865e-01
5,49.141709,-1.358404085e-01
5,49.398995,-1.216534621e-01
5,49.656281,-1.063758396e-01
5,49.913568,-9.014451137e-02
5,50.170854,-7.310499843e-02
5,50.428141,-5.541006739e-02
5,50.685427,-3.721836101e-02
5,50.942714,-1.869297583e-02
5,51.200000,-1.452252455e-16
